"protein_id","adj_r2"
"A0A0A0MT36",0.2616935926925
"A0A0A6YYC5",0.316493921109306
"A0A0A6YYD4",0.335271076821513
"A0A0A6YYJ7",0.202493125004452
"A0A0A6YYK1",0.203548533571935
"A0A0A6YYK4",0.265157296458014
"A0A0A6YYK6",0.302175755667062
"A0A0A6YYK7",0.102691323691645
"A0A0A6YYL3",0.282742586835934
"A0A0B4J1U3",0.25003701149641
"A0A0B4J1U4",0.155620054684226
"A0A0B4J1U6",0.344658246552972
"A0A0B4J1U7",0.246450558046054
"A0A0B4J1V0",0.242002538286183
"A0A0B4J1V1",0.343767024759819
"A0A0B4J1V2",0.30767109311748
"A0A0B4J1V6",0.298490733621952
"A0A0B4J1X5",0.222088163850167
"A0A0B4J1X8",0.351199899178496
"A0A0B4J1Y8",0.118503403495139
"A0A0B4J1Y9",0.358333420655465
"A0A0B4J1Z2",0.184687349329718
"A0A0B4J234",0.228663391375699
"A0A0B4J235",0.380784431169902
"A0A0B4J237",0.154173919043366
"A0A0B4J238",0.303358991940499
"A0A0B4J240",0.301494674985735
"A0A0B4J241",0.215098601935703
"A0A0B4J244",0.166993302244798
"A0A0B4J245",0.245257709050324
"A0A0B4J248",0.312549908276975
"A0A0B4J249",0.402836699086936
"A0A0B4J262",0.137239841850684
"A0A0B4J263",0.0962319053606474
"A0A0B4J264",0.280417239800327
"A0A0B4J265",0.149243773024233
"A0A0B4J266",0.182573516010998
"A0A0B4J268",0.250249502716528
"A0A0B4J271",0.242187369122736
"A0A0B4J272",0.208117001200155
"A0A0B4J274",0.256339541043022
"A0A0B4J275",0.348436469779077
"A0A0B4J276",0.288242339797262
"A0A0B4J277",0.208434922266408
"A0A0B4J279",0.194131430707568
"A0A0B4J280",0.263249384306882
"A0A0B4J2A2",0.109918652849779
"A0A0B4J2D5",0.176689678044558
"A0A0B4J2D9",0.244548956004128
"A0A0B4J2F2",0.166901778411598
"A0A0C4DH24",0.255621046090934
"A0A0C4DH25",0.234114697729696
"A0A0C4DH26",0.191816417967819
"A0A0C4DH27",0.285958848201154
"A0A0C4DH28",0.33821942103364
"A0A0C4DH32",0.345622147113154
"A0A0C4DH33",0.19053860114168
"A0A0C4DH34",0.149058832852157
"A0A0C4DH36",0.294684308828205
"A0A0C4DH38",0.233799847910415
"A0A0C4DH41",0.22606570373256
"A0A0C4DH42",0.208592148659859
"A0A0C4DH43",0.310171046726897
"A0A0C4DH55",0.266873971201748
"A0A0C4DH59",0.26071391189473
"A0A0C4DH67",0.257836750306407
"A0A0C4DH68",0.146944880794425
"A0A0C4DH69",0.21982482665462
"A0A0C4DH72",0.300937793216124
"A0A0C4DH73",0.215682801841509
"A0A0G2JMD5",0.340929766525882
"A0A0G2JS06",0.159449549403851
"A0A0J9YWL9",0.0352110715206212
"A0A0J9YX35",0.283359822897869
"A0A0J9YX75",0.273288178199126
"A0A0J9YXQ4",0.343105674273349
"A0A0J9YXX1",0.286821527952516
"A0A0J9YXY3",0.303809951198697
"A0A0J9YY54",0.144915964440088
"A0A0K0K1A3",0.308717972949358
"A0A0K0K1A5",0.272751557036883
"A0A0K0K1B3",0.307893523274972
"A0A0K0K1C0",0.222332142471433
"A0A0K0K1D8",0.253528211547866
"A0A0K0K1G6",0.261636341107989
"A0A0K0K1G8",0.275423155373485
"A0A0K2S4Q6",0.263115811760326
"A0A0U1RQE8",0.236992668469008
"A0A0U1RQF7",0.12832514860299
"A0A0U1RQI7",0.0487917758509189
"A0A1B0GTC6",0.463606122843636
"A0A1B0GTD5",0.00775335610948436
"A0A1B0GTH6",-0.00126412013064225
"A0A1B0GTI8",0.0286385162134579
"A0A1B0GTK4",0.0213606906053873
"A0A1B0GTL2",0.0405634932164852
"A0A1B0GTS1",0.450974732502215
"A0A1B0GTU1",0.0905832153737488
"A0A1B0GTW7",0.0536842152717631
"A0A1B0GTY4",0.0588076370344016
"A0A1B0GUA7",0.0755574029951465
"A0A1B0GUJ8",0.23578984812535
"A0A1B0GUS4",0.394429557809326
"A0A1B0GUU1",0.0806415413661432
"A0A1B0GUX0",0.201235871935881
"A0A1B0GV85",0.222879090562514
"A0A1B0GVD1",0.0291379328802145
"A0A1B0GVG4",-0.0542776286128221
"A0A1B0GVH4",0.0234580849508134
"A0A1B0GVH6",-0.00288498581721819
"A0A1B0GVH7",0.0296283054858857
"A0A1B0GVM5",0.310323285293749
"A0A1B0GVS7",0.105175626530154
"A0A1B0GVV1",0.159960228153386
"A0A1B0GVZ9",0.175587490738624
"A0A1B0GW35",0.147751229502822
"A0A1B0GWH4",0.462145979044101
"A0A1B0GWK0",0.261949056943714
"A0A1B0GX56",0.284424348362019
"A0A1B0GX78",0.148724175416409
"A0A1B0GX95",0.418715618217999
"A0A1W2PP97",-0.00398221277654165
"A0A1W2PPF3",0.151354316283566
"A0A1W2PR19",0.207883459699473
"A0A1W2PR48",0.206288289933205
"A0A1W2PR82",-0.0057318505335815
"A0A1W2PRP0",0.208116965615955
"A0A1W2PS18",0.231022634523899
"A0A286YEY9",-0.0203496180337202
"A0A286YF58",-0.00810636229436623
"A0A2R8Y4Y8",0.00887558961289125
"A0A2R8Y619",0.0875415361399202
"A0A2R8Y7D0",0.233817007321436
"A0A2R8YFL7",0.000146374248529479
"A0A2R8YFM6",0.0244780476794823
"A0A2Z4LIS9",0.124012108909237
"A0A494C191",0.172883689190696
"A0A576",0.338271440153491
"A0A578",0.223346127969476
"A0A589",0.274050691917091
"A0A597",0.25542191413164
"A0A599",0.249394838816995
"A0A5B6",0.233785179528134
"A0A5B7",0.329731870689331
"A0A5B9",0.171462765895694
"A0AV02",0.132453855953966
"A0AV96",0.201838637801099
"A0AVF1",0.205615010374843
"A0AVI2",0.0692164464259567
"A0AVI4",0.00269113484958083
"A0AVK6",0.255585921674039
"A0AVT1",0.0865467316671662
"A0FGR8",0.232845341869639
"A0FGR9",0.321770945406229
"A0JD32",0.229544486720773
"A0JD37",0.256590292064469
"A0JNW5",0.00119700922820465
"A0JP26",0.265643859517642
"A0M8Q6",0.20426862957092
"A0PG75",0.216295020827642
"A0PJK1",0.149467283549492
"A0PJW6",0.343340188702466
"A0PJX0",0.173934856251267
"A0PJX2",0.259439045477082
"A0PJX4",0.0115705428393374
"A0PJX8",0.104338309929399
"A0PJY2",0.0301068843972304
"A0PJZ0",0.455001718133724
"A0PJZ3",0.115920382830996
"A0PK00",0.0842734788706816
"A0PK05",0.206463392263904
"A0PK11",0.0211064002508612
"A0ZSE6",0.0670742597303353
"A1A4F0",-0.00493575182327244
"A1A4S6",0.2580721930046
"A1A4V9",0.164138003250144
"A1A4Y4",0.316818571786386
"A1A519",-0.00237583962094279
"A1A5B4",0.0816649930072677
"A1A5C7",0.0950402025386521
"A1IGU5",0.251149596952507
"A1KZ92",0.175623368442859
"A1L020",0.193927533653744
"A1L0T0",0.19480659524748
"A1L157",0.0675177363427266
"A1L162",0.496992876059777
"A1L167",0.308712607905559
"A1L188",0.11600623269439
"A1L1A6",0.227981552126774
"A1L390",0.277974454868725
"A1L3X0",0.00664464270765475
"A1L3X4",0.0728941699179422
"A1L443",0.23183368484017
"A1L453",0.210001520172125
"A1L4H1",0.081249382423103
"A1L4K1",0.432893046058084
"A1L4L8",0.075485145959724
"A1X283",0.261242750980879
"A1XBS5",0.122036728192576
"A1YPR0",0.169969182788686
"A1Z1Q3",0.183521050475233
"A2A288",0.146633516511078
"A2A2Y4",0.20788176916805
"A2A2Z9",0.355114497872691
"A2A368",0.314542956732664
"A2A3K4",0.193093072148503
"A2A3L6",0.151670826069235
"A2A3N6",0.136756768728136
"A2CJ06",0.163465606496139
"A2IDD5",-0.00825117088707206
"A2NJV5",0.198484759060458
"A2PYH4",0.0557438329823949
"A2RRD8",0.166340106131176
"A2RRH5",0.277375945395118
"A2RRP1",0.0965031850604224
"A2RTX5",0.147287241020142
"A2RTY3",0.315049998720817
"A2RU30",0.534355930663524
"A2RU37",0.0925840893474301
"A2RU48",0.0672931459227502
"A2RU49",0.166078416157056
"A2RU54",0.34644733131507
"A2RU67",0.160146385850678
"A2RUB1",0.201695129111324
"A2RUB6",0.0333402697729441
"A2RUC4",0.0873389601552641
"A2RUH7",0.311582657020308
"A2RUQ5",-0.0274804002608404
"A2RUR9",0.195999797194015
"A2RUS2",0.180317706810541
"A2RUU4",-0.000442378717778968
"A2VCK2",0.517062761913259
"A2VDF0",0.20880132640626
"A2VDJ0",0.0870082959204438
"A3KFT3",0.1374886617443
"A3KMH1",0.08176589016467
"A3KN83",0.00695741440756115
"A3QJZ6",0.306921989149647
"A3QJZ7",0.359567748696057
"A4D0S4",0.00847798529234856
"A4D0V7",0.00940613781834432
"A4D126",0.0555669628646704
"A4D161",0.0369512294931212
"A4D1B5",0.141599402364801
"A4D1E1",0.399193764964123
"A4D1E9",0.188301273791528
"A4D1F6",0.414762079886487
"A4D1P6",0.289784649335857
"A4D1S0",0.142889914589782
"A4D1S5",0.275605087447543
"A4D1T9",0.311299908416945
"A4D1U4",0.227553392537038
"A4D1Z8",0.349804672864077
"A4D250",0.00749905459847999
"A4D256",0.183188778653209
"A4D263",0.0959828813506014
"A4D2B0",0.0994640294666854
"A4D2B8",0.122551377497737
"A4D2G3",0.174782495907282
"A4D2P6",0.213828457429092
"A4FU01",0.191767258112921
"A4FU49",0.409321561402138
"A4FU69",0.0784064276155467
"A4GXA9",0.170857770910958
"A4IF30",0.143109434388814
"A4QMS7",0.00488472314857691
"A4QN01",0.0340995454637758
"A4QPH2",0.0661701081009083
"A5A3E0",0.18192273753967
"A5D6W6",0.0531329737178022
"A5D8T8",0.111312599452248
"A5D8V6",0.446852518086913
"A5D8V7",0.0396685347712947
"A5D8W1",0.225377621124827
"A5LHX3",0.240787549930023
"A5PKW4",0.261117843234136
"A5PLK6",0.0325415872692617
"A5PLL1",0.331508340838227
"A5PLL7",0.0656128626367496
"A5PLN7",0.00198882981670134
"A5PLN9",0.165556737636576
"A5X5Y0",0.249320685810446
"A5YKK6",0.0871070167220531
"A5YM72",0.0432336963425016
"A6BM72",0.0216763012241332
"A6H8M9",0.190669421650779
"A6H8Z2",0.0183102474466157
"A6NC05",3.3127800663113e-05
"A6NC42",0.0623151056349724
"A6NC51",0.0589149160738306
"A6NC57",0.403602219752743
"A6NC78",0.0108212654831108
"A6NC86",0.0115091237046726
"A6NC97",0.104969864343036
"A6NC98",0.109839599784285
"A6NCE7",0.304340687998613
"A6NCF5",0.321654069785594
"A6NCF6",0.276394588750269
"A6NCI4",0.174530445017703
"A6NCJ1",-0.00321779948558931
"A6NCK2",0.124632353935985
"A6NCL1",0.00659093201327998
"A6NCL2",0.00897375784067
"A6NCL7",0.203866230270606
"A6NCM1",0.130910916761669
"A6NCN8",0.00393667230498029
"A6NCQ9",-0.00132133978851745
"A6NCS4",0.415127449817329
"A6NCS6",0.0263260228036029
"A6NCV1",0.162296491894859
"A6NCW0",0.268593147059132
"A6NCW7",0.258721105745335
"A6ND01",0.0936054429456437
"A6ND36",0.208995199419133
"A6ND48",0.146605942666701
"A6ND91",0.122711177488738
"A6NDA9",0.185723226815272
"A6NDE4",0.364786060664821
"A6NDG6",0.168711175211499
"A6NDH6",0.124012199265937
"A6NDI0",0.147010873991077
"A6NDL7",0.14700779737728
"A6NDL8",0.194948286587647
"A6NDN8",0.513590209641849
"A6NDP7",0.100136960815059
"A6NDS4",0.276749037940786
"A6NDU8",0.144757545960546
"A6NDV4",0.0459272834094474
"A6NDX4",0.00236881502084529
"A6NDX5",0.150862235676686
"A6NDY0",0.292234319264483
"A6NE01",0.0442787962097362
"A6NE02",0.185753295045683
"A6NE52",0.14047022611394
"A6NEC2",0.137760413508419
"A6NED2",0.141433747303213
"A6NEE1",0.286712210938762
"A6NEK1",0.372487091139258
"A6NEL2",0.290602687627308
"A6NEL3",0.0948762533465838
"A6NEN9",0.199323017772763
"A6NEQ0",0.368324359805819
"A6NER0",0.213860044612743
"A6NES4",0.181373136810851
"A6NET4",0.131139422851998
"A6NEV1",0.138988590595787
"A6NEY8",0.201817829353496
"A6NF34",0.254239777254037
"A6NF89",0.129399402539432
"A6NFA0",0.0625885521963828
"A6NFA1",0.151944813214895
"A6NFC5",0.137754886363917
"A6NFC9",0.116099725321958
"A6NFD8",0.171230599418793
"A6NFE2",0.21893832880339
"A6NFE3",0.270991410036741
"A6NFF2",0.167798048472968
"A6NFH5",0.274305935479107
"A6NFI3",0.0378470692129884
"A6NFK2",0.0233895720023581
"A6NFN3",0.233039868043857
"A6NFN9",0.279755419740051
"A6NFQ2",0.181656352084774
"A6NFQ7",0.519493400538792
"A6NFR6",0.242952608550174
"A6NFT4",0.237306136764479
"A6NFU0",0.143116588124425
"A6NFU8",0.196021393247489
"A6NFX1",0.181894391646052
"A6NFY4",0.101999065052348
"A6NFY7",0.045267600108354
"A6NG13",0.126003679044506
"A6NGA9",0.150169349069853
"A6NGB0",-0.0575372651751116
"A6NGB7",0.0524015302333891
"A6NGC4",0.0521658403882221
"A6NGD5",0.171045809141302
"A6NGE4",0.31119449423966
"A6NGE7",0.150164459293003
"A6NGG8",-0.00778535433232541
"A6NGH8",0.305443449909046
"A6NGJ6",0.212492056628095
"A6NGN4",0.356555145053376
"A6NGN9",0.275754971392336
"A6NGQ2",0.0242634137835432
"A6NGR9",0.158855529395473
"A6NGS2",-0.00288464824292722
"A6NGU5",0.181904652036017
"A6NGW2",0.0781911588518099
"A6NGY3",0.272108769602646
"A6NGY5",0.131873427945315
"A6NGZ8",0.492000930878632
"A6NH00",0.124205383999319
"A6NH21",0.169538726732017
"A6NH52",0.214796779625409
"A6NH57",0.342252677694669
"A6NHA9",0.153141501498854
"A6NHC0",0.175831560645976
"A6NHG4",0.29995979183565
"A6NHG9",0.098167078115741
"A6NHJ4",0.18040474561189
"A6NHL2",0.187857828716221
"A6NHM9",0.105783578796839
"A6NHN0",0.248342753186235
"A6NHP3",0.244526755970977
"A6NHQ2",0.109016969974988
"A6NHR8",0.0250483391773432
"A6NHR9",0.0528238134024549
"A6NHS7",0.09696002435163
"A6NHT5",0.323650469589412
"A6NHX0",0.186325491395605
"A6NHY2",0.386854696932288
"A6NHZ5",0.29183250953165
"A6NI03",0.174479814466325
"A6NI15",0.00705398343645058
"A6NI28",0.222455361900722
"A6NI47",0.292114850554094
"A6NI61",0.162064113034033
"A6NI72",0.363623679897906
"A6NI73",0.200888582631829
"A6NI87",0.0590827685994798
"A6NIE6",0.237575706358143
"A6NIE9",0.170122409930862
"A6NIH7",0.0676400404115154
"A6NIJ9",0.13475237250677
"A6NIK2",0.226170229112142
"A6NIM6",0.143338910057015
"A6NIN4",0.00218432130713686
"A6NIR3",0.194951451736476
"A6NIV6",0.438826338876068
"A6NIX2",0.0415827741811368
"A6NIY4",0.194282075434983
"A6NJ46",0.480094516297876
"A6NJ69",-0.0470151440227156
"A6NJ78",0.17799815759557
"A6NJ88",0.312880417028932
"A6NJB7",0.177544907088576
"A6NJG2",0.223777619731869
"A6NJI9",0.452706184444683
"A6NJJ6",0.00166074359942747
"A6NJL1",0.121639327418606
"A6NJR5",0.194826791270459
"A6NJU9",0.121864020491783
"A6NJV1",0.0124471179287933
"A6NJW4",0.205787185625496
"A6NJY1",0.185291468292311
"A6NJZ3",0.138858617150734
"A6NJZ7",0.316859487455621
"A6NK02",0.223188455833807
"A6NK06",0.123239911922907
"A6NK44",0.117386977525099
"A6NK53",0.148457472008131
"A6NK58",0.0864132019219646
"A6NK59",0.330698079799943
"A6NK89",0.20621492229492
"A6NK97",0.155125437953152
"A6NKB5",0.0316687391110556
"A6NKC9",0.23760508680873
"A6NKD2",0.333365681870665
"A6NKF1",0.0273077376459017
"A6NKF2",0.179527711480385
"A6NKF7",0.107970740568427
"A6NKG5",0.236563174332172
"A6NKH3",0.070858309496143
"A6NKK0",0.125494174471622
"A6NKL6",0.180523428833542
"A6NKP2",0.267267938162933
"A6NKQ9",0.0718697047129305
"A6NKT7",0.0660084965802727
"A6NKU9",0.15991835118988
"A6NKW6",-0.00393819624629232
"A6NKX1",0.0652459987747293
"A6NKX4",0.128428361249698
"A6NL08",0.0969694580446188
"A6NL26",0.136625849025812
"A6NL88",0.0143682231571716
"A6NL99",0.167784006032083
"A6NLC5",-0.00505501395432706
"A6NLC8",0.263043781649647
"A6NLE4",-0.0222727371190363
"A6NLI5",0.154660272747962
"A6NLJ0",0.196424811390062
"A6NLP5",0.131586537870964
"A6NLU0",0.344147263067328
"A6NLU5",0.276604722627291
"A6NLW8",0.553944942011509
"A6NLX3",0.250871121902486
"A6NM03",0.11809508312375
"A6NM10",0.161272737352261
"A6NM11",0.107780323032369
"A6NM28",0.105335239574882
"A6NM36",0.334735884997615
"A6NM43",0.259079637932071
"A6NM45",0.245627168339568
"A6NM62",0.325333819914143
"A6NM66",0.0165821534090977
"A6NM76",0.203164953172774
"A6NMB1",0.201703629363723
"A6NMB9",0.290173626106508
"A6NMD0",0.453092447033644
"A6NMK7",0.00434700235147234
"A6NMK8",0.211743941456989
"A6NML5",0.117299772911436
"A6NMN3",-0.000795108502369857
"A6NMS3",0.145668278555178
"A6NMS7",0.340981225107026
"A6NMT0",0.556387858308615
"A6NMU1",0.133730398464106
"A6NMX2",0.199385869964126
"A6NMY6",0.364365943220358
"A6NMZ2",0.453941339994129
"A6NMZ5",0.159364071026832
"A6NMZ7",0.229632376106185
"A6NN14",0.214601574293061
"A6NN90",-0.0148091291138392
"A6NN92",0.136913656097222
"A6NNA2",0.526576152570738
"A6NNA5",0.268926643642434
"A6NNB3",0.020382211239924
"A6NND4",0.0774519244847051
"A6NNE9",0.0841640325475616
"A6NNF4",0.0896554682709687
"A6NNL5",-0.000740903812794347
"A6NNM3",0.293989138518294
"A6NNN8",0.167041295984259
"A6NNS2",0.389817523532471
"A6NNT2",0.13227032377338
"A6NNV3",0.167810629393088
"A6NNW6",0.228043648445124
"A6NNX1",0.0128452480923125
"A6NNY8",0.220745234100256
"A6NNZ2",0.1746008434736
"A6NP11",0.136868924159906
"A6NP61",0.0338958365040707
"A6PVC2",0.197655017542095
"A6PVI3",0.414298866848296
"A6PVL3",0.179263308507911
"A6PVS8",0.243619203153918
"A6QL63",0.131257870234363
"A6XGL0",0.254281013635287
"A7E2S9",0.295684938389361
"A7E2U8",0.00664906641420004
"A7E2V4",0.0305804962783761
"A7E2Y1",0.0724088352912515
"A7KAX9",0.230934116906791
"A7MBM2",0.0365679270431067
"A7MCY6",0.33566513499044
"A7XYQ1",0.0623445990225594
"A8K010",0.0158424769810378
"A8K0R7",-0.00252984425915526
"A8K0S8",0.259072953887002
"A8K0Z3",2.11025893036565e-05
"A8K2U0",0.0825680516656803
"A8K7I4",0.199361908063214
"A8K855",0.0725716799104148
"A8K8P3",0.184633604337741
"A8K8V0",0.147691104270955
"A8K979",0.212138836004959
"A8MPP1",0.17436060955869
"A8MPS7",0.094179689405436
"A8MPX8",0.150204741890011
"A8MPY1",0.195856401718138
"A8MQ11",-0.00161497176625969
"A8MQ14",0.184423323166321
"A8MQ27",0.134524578730974
"A8MQB3",-0.0555065999140205
"A8MQT2",0.344296849193617
"A8MRT5",0.0913846831813996
"A8MSI8",0.172244855335457
"A8MT19",0.142191961742922
"A8MT65",0.0682988125313457
"A8MT69",0.279336579303593
"A8MTA8",0.0652858405897913
"A8MTB9",0.34733604146747
"A8MTJ3",0.130670488044792
"A8MTJ6",0.378829940085617
"A8MTL3",0.072070301804627
"A8MTL9",0.134207430046956
"A8MTQ0",0.583410798535723
"A8MTT3",0.233634819299904
"A8MTY0",0.191315594358408
"A8MTZ7",0.0374336277095662
"A8MU46",0.253979612211298
"A8MUH7",0.30438366084933
"A8MUK1",0.239722714354655
"A8MUL3",0.171812708752796
"A8MUM7",0.334764920606904
"A8MUN3",0.0402093342986397
"A8MUP2",0.144231749931559
"A8MUP6",0.0558954925760039
"A8MUU1",0.128525457972829
"A8MUV8",0.18471810553539
"A8MUZ8",0.137925266760259
"A8MV23",0.198514802141857
"A8MV24",0.0419489956063247
"A8MV65",-0.0461073739016207
"A8MVS5",0.334026443731503
"A8MVU1",0.371523852105908
"A8MVW0",0.121002715605968
"A8MVW5",0.33248122119891
"A8MVX0",0.324989282364842
"A8MVZ5",0.369575461106004
"A8MW92",0.139937443741496
"A8MW95",0.0996801165883449
"A8MW99",0.163175875966058
"A8MWA4",0.206274499889915
"A8MWD9",0.524051122207287
"A8MWE9",0.350921076741537
"A8MWL6",0.0800329549740868
"A8MWL7",0.122581194945222
"A8MWY0",0.0682196588265258
"A8MX76",0.224926696669034
"A8MXD5",0.0606116480232725
"A8MXK1",0.415758130828761
"A8MXT2",0.363333124379523
"A8MXU0",-0.00233409556082687
"A8MXV4",0.0739982812755987
"A8MXY4",0.128338094687064
"A8MY62",0.188105736022898
"A8MYJ7",0.100774986972983
"A8MYU2",0.119660322857431
"A8MYV0",0.347509963257858
"A8MYZ0",0.173902743564873
"A8MYZ6",0.177714107238801
"A8MZ26",0.25279000220364
"A8MZ36",0.12603154891495
"A8MZ59",0.251759367328472
"A8MZH6",0.000608038929883037
"A9QM74",0.216863295745751
"A9UHW6",0.312117180309191
"A9YTQ3",0.202122037285869
"A9Z1Z3",0.0813664846574988
"B0FP48",0.0162908312270266
"B0I1T2",0.0801920607072364
"B0YJ81",0.117083100268153
"B1AJZ9",0.355653618672462
"B1AK53",0.198896496319678
"B1AK76",-0.00136677456565182
"B1AKI9",0.0288339669223392
"B1AL46",0.058851383939245
"B1AL88",0.03025575365058
"B1AMM8",0.368280889371014
"B1ANS9",0.290118984029751
"B1ANY3",0.0305484109089813
"B1APH4",0.0744217176350856
"B2RC85",0.254335407246083
"B2RN74",0.14827884642918
"B2RNN3",0.210183221094707
"B2RPK0",0.289945739284049
"B2RU33",0.311385045560929
"B2RUY7",0.00653471437931785
"B2RV13",0.205755369360341
"B2RXF0",0.0249673868668704
"B2RXF5",0.0630459493239006
"B2RXH2",0.14029963766272
"B2RXH4",0.485213266853546
"B2RXH8",0.137857500022151
"B3EWG3",-0.0186752275611737
"B3EWG5",0.0127561158598597
"B3EWG6",0.0069846893329002
"B3GLJ2",0.0219643439180451
"B3KU38",0.508790618670225
"B3SHH9",0.155308327597251
"B4DJY2",0.0108877232923138
"B4DS77",0.0348136770150584
"B4DU55",0.0831167724567056
"B4DX44",0.187677133925594
"B4DXR9",0.123856010672841
"B4DZS4",0.327844045884338
"B4E2M5",0.634761629626218
"B5MCN3",0.293239499972308
"B5MD39",0.129189288909409
"B5ME19",0.192935794188999
"B6A8C7",0.211067823067769
"B6SEH8",0.00298727023234258
"B6SEH9",0.00129295341702085
"B7U540",0.159913810360789
"B7Z1M9",0.32794728065015
"B7Z6K7",0.119419325045481
"B7Z8K6",0.0592311602796171
"B7ZAQ6",0.107565404921033
"B7ZBB8",0.268396196549484
"B7ZC32",0.0416644955116763
"B7ZW38",0.172630515634243
"B8ZZ34",0.0427265147701803
"B9A064",0.267189631539519
"B9A6J9",0.267333214157342
"B9EJG8",0.112149553709993
"C4AMC7",-0.0131755775626603
"C9J069",-0.000541527741263259
"C9J1S8",0.14461979504737
"C9J202",0.13676555043469
"C9J2P7",0.246713075978056
"C9J3V5",-0.0254843495272732
"C9J6K1",0.0973737386906075
"C9J798",0.192019570872642
"C9JBD0",0.136654413906838
"C9JC47",0.00787369090563561
"C9JDP6",0.231202249267811
"C9JE40",0.166012219690832
"C9JG80",0.0746837800690873
"C9JH25",0.061646341788657
"C9JI98",0.295686143434181
"C9JJ37",0.292667269121734
"C9JJH3",0.29237483634288
"C9JL84",0.00954962015460115
"C9JLJ4",0.264648932719274
"C9JLR9",0.0559277174752921
"C9JLW8",0.238737835496661
"C9JPN9",0.224302688019673
"C9JQI7",0.141257702008422
"C9JQL5",0.0501391503511275
"C9JR72",0.274592222649842
"C9JSJ3",0.245412128064033
"C9JTQ0",0.324734179700676
"C9JVI0",0.250703660315811
"D3W0D1",0.0795160424575418
"D6R901",0.254460545436506
"D6R9N7",0.194520731790535
"D6RA61",0.249678980352176
"D6RBM5",0.238920040597357
"D6RBQ6",0.231211820978331
"D6RCP7",0.25731844720765
"D6REC4",0.0082952087545094
"D6RIA3",0.214717821280636
"D6RJB6",0.247730141163729
"E5RG02",0.267642435826826
"E5RHQ5",0.0331435089276372
"E5RIL1",0.0156741356663984
"E5RJM6",0.326049109947626
"E5RQL4",0.0270587243460233
"E7ERA6",0.0406490011802154
"E7ETH6",0.125566065646963
"E9PAV3",0.14751632808103
"E9PB15",0.230107218300299
"E9PGG2",0.122977246139551
"E9PI22",0.0306940180553392
"E9PQ53",0.000631555559017172
"E9PQR5",0.0668151935751181
"E9PQX1",0.160635086585913
"F2Z333",0.12398128868275
"F2Z3F1",0.123011089446597
"F2Z3M2",0.0843620237348226
"F5GYI3",0.246004241606132
"F5H284",0.107937937098311
"F5H4B4",0.0321136730150001
"F8VTS6",0.332293236743722
"F8W0I5",0.118324397612046
"F8WCM5",0.161108995070624
"G2XKQ0",0.572617947359349
"G3V0H7",0.121601947212595
"G9CGD6",0.305160256745342
"H0UI37",0.26410817311216
"H0Y354",0.0014986818558097
"H0Y7S4",0.334907945458332
