domain,adj.r.squared,source
O75366_PF02209_785,0.019106908293912817,Domainome 1.0
O75369_PF00630_1423,0.4569035566327434,Domainome 1.0
O75369_PF00630_2109,0.15463883129904732,Domainome 1.0
O75369_PF00630_2289,0.3245101137685319,Domainome 1.0
O75382_PF00643_111,0.2703831565528433,Domainome 1.0
O75400_PF00397_176,0.10535003149995636,Domainome 1.0
O75400_PF01846_395,0.05070033546850705,Domainome 1.0
O75400_PF01846_459,0.022653022843635462,Domainome 1.0
O75400_PF01846_670,0.04600458235655247,Domainome 1.0
O75400_PF01846_745,0.3824360811683648,Domainome 1.0
O75478_PF04433_375,0.11732637492510944,Domainome 1.0
O75534_PF00313_184,0.17227000639914603,Domainome 1.0
O75534_PF00313_23,0.2771881479862143,Domainome 1.0
O75534_PF00313_347,0.16413698716246583,Domainome 1.0
O75554_PF06220_8,0.10287487106300353,Domainome 1.0
O75808_PF00641_4,0.11537494263347481,Domainome 1.0
O75953_PF00226_4,0.056910079028201555,Domainome 1.0
O75970_PF00595_1003,0.28067396730335625,Domainome 1.0
O75970_PF00595_1860,0.22329261979645698,Domainome 1.0
O75970_PF00595_372,0.3582399948806477,Domainome 1.0
O75970_PF00595_693,0.3534682422539336,Domainome 1.0
O94830_PF00536_389,0.05079455536613253,Domainome 1.0
O94885_PF00536_630,0.20245182680016527,Domainome 1.0
O94929_PF00412_149,0.284661302443318,Domainome 1.0
O94929_PF00412_210,0.1361144228286404,Domainome 1.0
O94993_PF00505_338,0.1110179222857145,Domainome 1.0
O95076_PF00046_155,0.10222821240599611,Domainome 1.0
O95155_PF04564_1229,0.18671425135055764,Domainome 1.0
O95218_PF00641_11,0.1315702384090599,Domainome 1.0
O95218_PF00641_9,0.0536531836726154,Domainome 1.0
O95267_PF00130_539,0.31288634321843145,Domainome 1.0
O95343_PF00046_212,0.07180102083604434,Domainome 1.0
O95409_PF18366_250,0.1224157317003759,Domainome 1.0
O95475_PF00046_134,0.06258520287115843,Domainome 1.0
O95714_PF11515_2555,0.14902906372477698,Domainome 1.0
O95718_PF00105_100,0.11633263297599594,Domainome 1.0
O95789_PF06467_427,0.3357333570715556,Domainome 1.0
O95789_PF06467_469,0.13072952500688229,Domainome 1.0
O95793_PF00035_183,0.2606138340284133,Domainome 1.0
O95817_PF00397_11,0.19408686369264938,Domainome 1.0
O95835_PF00627_98,0.2344112095073666,Domainome 1.0
P00519_PF00018_64,0.21736638560660337,Domainome 1.0
P02549_PF00018_979,0.12432762438131872,Domainome 1.0
P02585_PF13499_1,0.2192630359216784,Domainome 1.0
P04049_PF02196_58,0.19843940066342536,Domainome 1.0
P04150_PF00105_419,0.20177467979731323,Domainome 1.0
P05813_PF00030_31,0.3346655916950402,Domainome 1.0
P06239_PF00018_63,0.33636082139193146,Domainome 1.0
P06241_PF00018_83,0.22296447297033162,Domainome 1.0
P07315_PF00030_4,0.3521746976683644,Domainome 1.0
P07315_PF00030_91,0.35688977121800247,Domainome 1.0
P07316_PF00030_1,0.2716567532791416,Domainome 1.0
P07316_PF00030_87,0.3696430269822757,Domainome 1.0
P07320_PF00030_90,0.2135791103040634,Domainome 1.0
P07814_PF00458_827,0.11823258682121252,Domainome 1.0
P08151_PF00096_363,0.018076083162434364,Domainome 1.0
P08235_PF00105_600,0.23609657683636043,Domainome 1.0
P08631_PF00018_80,0.30406250043671534,Domainome 1.0
P09086_PF00157_200,0.11169215999930593,Domainome 1.0
P09327_PF02209_793,0.005795925958347881,Domainome 1.0
P0CI26_PF00643_87,0.2553739510814188,Domainome 1.0
P10070_PF00096_565,0.020950383072632528,Domainome 1.0
P10071_PF00096_608,0.02217634102150534,Domainome 1.0
P10242_PF00249_143,0.25951489022080887,Domainome 1.0
P10242_PF00249_40,0.3032269727390423,Domainome 1.0
P10275_PF00105_557,0.24642946892136586,Domainome 1.0
P10398_PF02196_21,0.22956009787591447,Domainome 1.0
P10589_PF00105_83,0.1633005864261048,Domainome 1.0
P10826_PF00105_85,0.1922278711004215,Domainome 1.0
P11182_PF02817_171,0.20632138151089552,Domainome 1.0
P11308_PF02198_117,0.25747158223174793,Domainome 1.0
P11844_PF00030_85,0.25302920402331386,Domainome 1.0
P12081_PF00458_8,0.022309620772907324,Domainome 1.0
P12931_PF00018_87,0.1298849750409785,Domainome 1.0
P12956_PF02037_558,0.2307336665920412,Domainome 1.0
P13796_PF13499_13,0.22892130798632082,Domainome 1.0
P13984_PF02270_177,0.38692923772614773,Domainome 1.0
P14598_PF00018_157,0.3820611358628445,Domainome 1.0
P14653_PF00046_208,0.11791684736433972,Domainome 1.0
P14859_PF00157_285,0.15824649525228507,Domainome 1.0
P14921_PF02198_55,0.3376106931359728,Domainome 1.0
P15056_PF02196_153,0.28233996096012925,Domainome 1.0
P15498_PF00018_592,0.3878176075125347,Domainome 1.0
P15498_PF00018_782,0.37413009077544734,Domainome 1.0
P16157_PF00531_1405,0.3212635494134376,Domainome 1.0
P16885_PF00018_772,0.3595549713210643,Domainome 1.0
P16989_PF00313_84,0.12491872855849273,Domainome 1.0
P17480_PF00505_408,0.26237989728335853,Domainome 1.0
P19793_PF00105_132,0.26044525216568093,Domainome 1.0
P19878_PF00018_241,0.33912122814271617,Domainome 1.0
P19878_PF00018_456,0.09177673098398298,Domainome 1.0
P19878_PF00564_353,0.1974734713888685,Domainome 1.0
P20264_PF00046_408,0.10036990886425812,Domainome 1.0
P20264_PF00157_320,0.08020577046535138,Domainome 1.0
P20265_PF00046_356,0.10489229058518501,Domainome 1.0
P20265_PF00157_262,0.19588945255181578,Domainome 1.0
P20929_PF14604_6609,0.17748490685631213,Domainome 1.0
P20936_PF00018_281,0.26507131361307146,Domainome 1.0
P22492_PF00538_44,0.06831667251590001,Domainome 1.0
P22681_PF00627_854,0.05596235806710648,Domainome 1.0
P22914_PF00030_96,0.29663507806165246,Domainome 1.0
P23759_PF00046_219,0.06002986392064735,Domainome 1.0
P25490_PF00096_384,0.11101992943111316,Domainome 1.0
P25685_PF00226_4,0.12583257505176737,Domainome 1.0
P26367_PF00046_213,0.08546245647239203,Domainome 1.0
P26651_PF00642_105,0.03559954671806431,Domainome 1.0
P28069_PF00157_130,0.11699769287017059,Domainome 1.0
P28360_PF00046_174,0.044311934044864665,Domainome 1.0
P32243_PF00046_40,0.05244359732106085,Domainome 1.0
P35251_PF00533_405,0.1756823614057098,Domainome 1.0
P35548_PF00046_144,0.06811895874805418,Domainome 1.0
P35711_PF00505_557,0.06900767075153813,Domainome 1.0
P35712_PF00505_622,0.07506350842163956,Domainome 1.0
P35713_PF00505_87,0.0607774790653971,Domainome 1.0
P35716_PF00505_50,0.031170769813710697,Domainome 1.0
P37275_PF00096_933,0.14197788311760684,Domainome 1.0
P39880_PF00046_1246,0.05861816243984197,Domainome 1.0
P39880_PF02376_548,0.17470588665148878,Domainome 1.0
P39880_PF02376_941,0.07152471417771356,Domainome 1.0
P41002_PF00646_28,0.16110443362153826,Domainome 1.0
P41225_PF00505_140,0.0665220001633996,Domainome 1.0
P41229_PF00628_319,0.3463097938744032,Domainome 1.0
P42766_PF00831_9,0.016222448924972932,Domainome 1.0
P43320_PF00030_106,0.22355888904728738,Domainome 1.0
P43354_PF00105_260,0.0874948354263515,Domainome 1.0
P45973_PF00385_21,0.22118736220839685,Domainome 1.0
P46934_PF00397_836,0.3188704117713905,Domainome 1.0
P46937_PF00397_162,0.29082597725617176,Domainome 1.0
P46937_PF00397_165,0.2685969224414585,Domainome 1.0
P46937_PF00397_226,0.3419317440318326,Domainome 1.0
P47974_PF00642_193,0.1450170665577315,Domainome 1.0
P48431_PF00505_42,0.048402673337670454,Domainome 1.0
P49335_PF00046_280,0.06041379992450624,Domainome 1.0
P49792_PF00641_1414,0.24872165831757054,Domainome 1.0
P49792_PF00641_1478,0.14253149591956404,Domainome 1.0
P50539_PF00010_70,0.08876233014450852,Domainome 1.0
P51451_PF00018_59,0.32684656898691966,Domainome 1.0
P51508_PF00096_331,0.08192410275177942,Domainome 1.0
P51508_PF00096_555,0.15104550316167498,Domainome 1.0
P51532_PF07533_612,0.09160980091303994,Domainome 1.0
P51608_PF01429_91,0.0772967305801403,Domainome 1.0
P51687_PF00173_87,0.309853264574924,Domainome 1.0
P53673_PF00030_14,0.41748736740867376,Domainome 1.0
P53674_PF00030_57,0.17580588560524302,Domainome 1.0
P53804_PF13639_1957,0.4109639408784349,Domainome 1.0
P54277_PF00505_572,0.11529827194769615,Domainome 1.0
P54727_PF00627_186,0.21212864284107935,Domainome 1.0
P54727_PF00627_361,0.12761999258048928,Domainome 1.0
P54821_PF00046_96,0.04371895836262418,Domainome 1.0
P55072_PF02359_26,0.2389103987604959,Domainome 1.0
P55265_PF02295_136,0.41754609827642075,Domainome 1.0
P55265_PF02295_296,0.09301545141446999,Domainome 1.0
P55895_PF13341_415,0.3107270460914394,Domainome 1.0
P56915_PF00046_162,0.05324682002206227,Domainome 1.0
P57071_PF00096_1085,0.07067173245923208,Domainome 1.0
P57073_PF00505_103,0.03721565418049555,Domainome 1.0
P60002_PF05129_3,0.25881918979722274,Domainome 1.0
P60321_PF05741_63,0.2716193447356302,Domainome 1.0
P61024_PF01111_1,0.3477658070845445,Domainome 1.0
P61086_PF00627_158,0.18219821299590666,Domainome 1.0
P61960_PF03671_4,0.1248123887025594,Domainome 1.0
P61978_PF00013_385,0.13382883311334914,Domainome 1.0
P62993_PF00018_159,0.29044390068332127,Domainome 1.0
P67809_PF00313_52,0.283796908686046,Domainome 1.0
P78352_PF00595_157,0.24068364135160092,Domainome 1.0
P78352_PF00595_309,0.2616575554986129,Domainome 1.0
P78352_PF00595_60,0.1751663468817919,Domainome 1.0
P78424_PF00046_609,0.12390650368241662,Domainome 1.0
P78545_PF02198_50,0.4761259547554535,Domainome 1.0
P78563_PF00035_80,0.2816390804524881,Domainome 1.0
P82979_PF02037_3,0.39173255638438187,Domainome 1.0
P98175_PF00641_214,0.17827494253639264,Domainome 1.0
P98175_PF00641_216,0.12569007231511964,Domainome 1.0
Q00839_PF02037_6,0.11420525620868105,Domainome 1.0
Q00987_PF00641_299,0.24809356699604634,Domainome 1.0
Q01484_PF00531_3571,0.2711570050850387,Domainome 1.0
Q01543_PF02198_116,0.18864621229934964,Domainome 1.0
Q01826_PF02376_371,0.18940079403461252,Domainome 1.0
Q01826_PF02376_494,0.1544929305471875,Domainome 1.0
Q01826_PF16557_178,0.3235269568713709,Domainome 1.0
Q01851_PF00157_266,0.23022344871088496,Domainome 1.0
Q01860_PF00157_134,0.06124290161910062,Domainome 1.0
Q03052_PF00157_247,0.2131371257415332,Domainome 1.0
Q03164_PF02008_1148,0.16406716986798253,Domainome 1.0
Q03181_PF00105_71,0.10222124643779806,Domainome 1.0
Q05066_PF00505_61,0.060683144881059636,Domainome 1.0
Q05086_PF16558_30,0.35646471064793794,Domainome 1.0
Q05195_PF00010_58,0.045729674720634494,Domainome 1.0
Q05655_PF00130_228,0.24601973820379086,Domainome 1.0
Q06187_PF00018_215,0.42592682368833934,Domainome 1.0
Q06546_PF02198_172,0.3123136573698929,Domainome 1.0
Q06787_PF00013_217,0.11808352860975702,Domainome 1.0
Q06945_PF00505_60,0.0661243977642132,Domainome 1.0
Q08881_PF00018_172,0.46582553531582227,Domainome 1.0
Q09472_PF02172_567,0.00963725250927816,Domainome 1.0
Q12824_PF04855_181,0.11512506231264885,Domainome 1.0
Q12830_PF00628_2862,0.3177636080606817,Domainome 1.0
Q12837_PF00157_256,0.16293547597674496,Domainome 1.0
Q12873_PF00628_374,0.19078123821975157,Domainome 1.0
Q12899_PF00643_97,0.27352301939480594,Domainome 1.0
Q12929_PF00018_533,0.25980105977438683,Domainome 1.0
Q12929_PF18016_720,0.2914225907194803,Domainome 1.0
Q12955_PF00531_4094,0.2569383436076904,Domainome 1.0
Q12965_PF00018_1051,0.2603104227048546,Domainome 1.0
Q13009_PF00595_843,0.33618368917094255,Domainome 1.0
Q13148_PF18694_5,0.14174212066929515,Domainome 1.0
Q13158_PF01335_1,0.412373868894953,Domainome 1.0
Q13163_PF00564_15,0.30908052795888796,Domainome 1.0
Q13263_PF00628_620,0.2059714004780907,Domainome 1.0
Q13368_PF00595_132,0.2752391584966255,Domainome 1.0
Q13424_PF00595_79,0.31110545469979567,Domainome 1.0
Q13472_PF06839_812,0.2772955622584944,Domainome 1.0
Q13472_PF06839_896,0.10280395345512516,Domainome 1.0
Q13501_PF00569_120,0.36974310462583526,Domainome 1.0
Q13501_PF16577_389,0.3002420361669642,Domainome 1.0
Q13526_PF00397_1,0.2532972836950489,Domainome 1.0
Q13642_PF00412_160,0.3039632663016917,Domainome 1.0
Q13642_PF00412_99,0.25129356772181877,Domainome 1.0
Q13813_PF13499_2327,0.14267445912546328,Domainome 1.0
Q14151_PF02037_27,0.13409357398686617,Domainome 1.0
Q14160_PF00595_857,0.47521717491176774,Domainome 1.0
Q14192_PF00412_38,0.21971257879727912,Domainome 1.0
Q14202_PF06467_350,0.299725804858037,Domainome 1.0
Q14202_PF06467_405,0.19234044186338184,Domainome 1.0
Q14202_PF06467_589,0.3825393200589148,Domainome 1.0
Q14202_PF06467_629,0.09064794609552373,Domainome 1.0
Q14839_PF00385_623,0.17665908756002957,Domainome 1.0
Q14839_PF00628_365,0.22024812775284952,Domainome 1.0
Q14839_PF00628_444,0.268783523864187,Domainome 1.0
Q14863_PF00157_139,0.12723334552564436,Domainome 1.0
Q14995_PF00105_103,0.07727926596846202,Domainome 1.0
Q14CM0_PF00595_75,0.31547280862539384,Domainome 1.0
Q14CS0_PF00789_256,0.056341870004879,Domainome 1.0
Q15319_PF00157_185,0.1550902062861429,Domainome 1.0
Q15365_PF00013_278,0.3860805304055954,Domainome 1.0
Q15424_PF02037_26,0.2691045231846054,Domainome 1.0
Q15475_PF00046_131,0.06584238736218151,Domainome 1.0
Q15554_PF00249_489,0.14993819507204964,Domainome 1.0
Q15699_PF00046_134,0.10618097144998884,Domainome 1.0
Q15811_PF00018_1003,0.2648615349158372,Domainome 1.0
Q15811_PF00018_1156,0.2326854517434973,Domainome 1.0
Q15811_PF00018_909,0.2355410838683044,Domainome 1.0
Q15811_PF07653_1003,0.2648615349158372,Domainome 1.0
Q15911_PF00046_2147,0.17311983616766957,Domainome 1.0
Q15911_PF00046_2244,0.14798418962019733,Domainome 1.0
Q15911_PF00046_2643,0.10500220702278573,Domainome 1.0
Q15942_PF00412_504,0.25226453700478524,Domainome 1.0
Q16512_PF02185_129,0.03052573888039245,Domainome 1.0
Q1KMD3_PF02037_1,0.18554156431139968,Domainome 1.0
Q2Q1W2_PF00643_274,0.4238300884771862,Domainome 1.0
Q3SY89_PF08711_3,0.1840208397163593,Domainome 1.0
Q5F1R6_PF12171_315,0.056190645428499275,Domainome 1.0
Q5HYK7_PF00018_664,0.23435779150311908,Domainome 1.0
Q5K651_PF07647_4,0.09499010515453288,Domainome 1.0
Q5SQQ9_PF00046_102,0.06067467590588038,Domainome 1.0
Q5TCQ9_PF00397_287,0.3617031561043298,Domainome 1.0
Q5U5Q3_PF00013_325,0.10503631300858285,Domainome 1.0
Q5VTD9_PF00096_221,0.12774999072574422,Domainome 1.0
Q5VVJ2_PF00249_120,0.08532729944282513,Domainome 1.0
Q5VWI1_PF01846_448,0.13549945465662971,Domainome 1.0
Q68CP9_PF02257_523,0.2785563566567044,Domainome 1.0
Q68DC2_PF00536_774,0.2621974750765538,Domainome 1.0
Q6NWY9_PF01846_274,0.06219881506697533,Domainome 1.0
Q6P0N0_PF00249_878,0.3412529106248431,Domainome 1.0
Q6XZF7_PF00018_146,0.0627450868479984,Domainome 1.0
Q6XZF7_PF00018_1516,0.3721818713485334,Domainome 1.0
Q6XZF7_PF00018_242,0.2332354874485837,Domainome 1.0
Q6XZF7_PF14604_147,0.10915987476472433,Domainome 1.0
Q6ZN01_PF02037_170,0.12935758005234899,Domainome 1.0
Q6ZSG1_PF13639_293,0.22874833071548684,Domainome 1.0
Q6ZVD7_PF10264_112,0.2527579681141753,Domainome 1.0
Q6ZWJ1_PF00397_493,0.24373258265384834,Domainome 1.0
Q7L590_PF09329_383,0.11653925303885848,Domainome 1.0
Q7Z3T8_PF01363_744,0.32447431473702526,Domainome 1.0
Q7Z4I7_PF00412_13,0.3227298033893491,Domainome 1.0
Q7Z5Q1_PF16366_513,0.22842318666775652,Domainome 1.0
Q7Z6B7_PF00018_744,0.32192695403549176,Domainome 1.0
Q7Z6G8_PF00536_812,0.30958040532559994,Domainome 1.0
Q7Z6W7_PF00226_3,0.19763416800144507,Domainome 1.0
Q7Z6Z7_PF00627_1316,0.008382786098652617,Domainome 1.0
Q86U86_PF00505_1383,0.11380277685745988,Domainome 1.0
Q86UL8_PF00397_296,0.38964511313611694,Domainome 1.0
Q86UL8_PF00595_1144,0.3106596562972497,Domainome 1.0
Q86UL8_PF00595_601,0.2520678340280401,Domainome 1.0
Q86UL8_PF00595_774,0.3347405489338584,Domainome 1.0
Q86UP3_PF00046_2086,0.1193757743412387,Domainome 1.0
Q86UP3_PF00046_2183,0.15506736837608737,Domainome 1.0
Q86UP3_PF00046_2562,0.1257931878087729,Domainome 1.0
Q86VP1_PF18112_729,0.09680888795317932,Domainome 1.0
Q86WN1_PF14604_467,0.2777885814726674,Domainome 1.0
Q86XK2_PF02207_849,0.11833046638666167,Domainome 1.0
Q86XN8_PF00013_273,0.11245477725291386,Domainome 1.0
Q86YT6_PF18346_247,0.1508449722895875,Domainome 1.0
Q8IV48_PF02037_65,0.2632505640994326,Domainome 1.0
Q8IWR0_PF00642_906,0.051144151734332066,Domainome 1.0
Q8IWT3_PF01485_2234,0.07304446964745581,Domainome 1.0
Q8IWT3_PF11515_367,0.07543041848432208,Domainome 1.0
Q8IX12_PF02037_625,0.2519621885429252,Domainome 1.0
Q8IYH5_PF00249_653,0.1086444330101386,Domainome 1.0
Q8IZQ8_PF02037_363,0.18675157676128495,Domainome 1.0
Q8IZT6_PF00612_1877,0.061781162780721655,Domainome 1.0
Q8N157_PF00018_1053,0.30138270918974175,Domainome 1.0
Q8N1P7_PF00030_1358,0.4271533170305054,Domainome 1.0
Q8N1W1_PF00130_651,0.3446311528025585,Domainome 1.0
Q8N3X1_PF00397_200,0.2218837683388829,Domainome 1.0
Q8N3X1_PF00397_593,0.10987159597131113,Domainome 1.0
Q8N5C8_PF02845_12,0.19220543982102456,Domainome 1.0
Q8N8B7_PF08711_30,0.040074624362940514,Domainome 1.0
Q8NB78_PF07496_139,0.18124418607780335,Domainome 1.0
Q8ND56_PF12701_7,0.12957170411446806,Domainome 1.0
Q8NEA6_PF00096_414,0.014199909620950413,Domainome 1.0
Q8NEA6_PF00096_473,0.023770578806634135,Domainome 1.0
Q8NEZ5_PF00646_25,0.055465997919592946,Domainome 1.0
Q8NFW5_PF00046_73,0.07424490556201502,Domainome 1.0
Q8NHM5_PF16866_656,0.06797547160592587,Domainome 1.0
Q8TAQ2_PF00249_599,0.0421975554868268,Domainome 1.0
Q8TAT5_PF00641_316,0.27422846549001734,Domainome 1.0
Q8TDD2_PF00096_325,0.13689506699641196,Domainome 1.0
Q8TDI0_PF00628_338,0.18862605334797466,Domainome 1.0
Q8TDI0_PF00628_411,0.21785507383467806,Domainome 1.0
Q8TDI0_PF08073_132,0.24620312655289478,Domainome 1.0
Q8TEW0_PF00595_457,0.29624406124533875,Domainome 1.0
Q8TEW8_PF00595_380,0.2695648980458548,Domainome 1.0
Q8WU90_PF18044_104,0.10120143046925267,Domainome 1.0
Q8WWH4_PF07647_273,0.282770261705102,Domainome 1.0
Q8WXI2_PF00536_9,0.15406076723452367,Domainome 1.0
Q8WXI9_PF00320_415,0.11260257476147739,Domainome 1.0
Q92734_PF00564_6,0.06653897991666569,Domainome 1.0
Q92796_PF00595_222,0.2795188461258872,Domainome 1.0
Q92796_PF00595_383,0.14791723445983618,Domainome 1.0
Q92922_PF00249_620,0.01698809616251229,Domainome 1.0
Q92945_PF00013_142,0.1988159344908904,Domainome 1.0
Q92997_PF00778_2,0.07517253030105031,Domainome 1.0
Q969G3_PF00505_67,0.06590612703735299,Domainome 1.0
Q969V6_PF02037_341,0.21493572828311425,Domainome 1.0
Q96AE4_PF00013_184,0.26380063827229705,Domainome 1.0
Q96AE4_PF00013_98,0.2080631285865161,Domainome 1.0
Q96CB8_PF00628_155,0.4444748405799751,Domainome 1.0
Q96DX7_PF00643_174,0.33415156158442916,Domainome 1.0
Q96FX2_PF05207_6,0.1387719939708304,Domainome 1.0
Q96GE6_PF13499_123,0.08495653507573375,Domainome 1.0
Q96GE6_PF13499_48,0.25911439450423623,Domainome 1.0
Q96GM8_PF00642_298,0.16771898006022856,Domainome 1.0
Q96I24_PF00013_75,0.3148895968903812,Domainome 1.0
Q96J02_PF00397_428,0.12845182888679374,Domainome 1.0
Q96J02_PF00397_474,0.346084192953257,Domainome 1.0
Q96JN0_PF05225_353,0.08344897441656518,Domainome 1.0
Q96JY0_PF09011_3,0.2903899625963525,Domainome 1.0
Q96JY6_PF00412_284,0.16849463635730133,Domainome 1.0
Q96K80_PF00642_138,0.16765351912983706,Domainome 1.0
Q96KC8_PF00249_494,0.31231409566729695,Domainome 1.0
Q96L93_PF00787_1213,0.00666492651660977,Domainome 1.0
Q96PU5_PF00397_184,0.1328917547335191,Domainome 1.0
Q96PU5_PF00397_381,0.2952294519468003,Domainome 1.0
Q96PU5_PF00397_539,0.14662838096618525,Domainome 1.0
Q96QS3_PF00046_330,0.05259300251236576,Domainome 1.0
Q96QZ7_PF00397_294,0.4156031852181554,Domainome 1.0
Q96QZ7_PF00397_352,0.22330387924883577,Domainome 1.0
Q96RT1_PF00595_1321,0.3528209032085038,Domainome 1.0
Q96T51_PF01363_639,0.21581250457874468,Domainome 1.0
Q99501_PF02187_209,0.13488700793544983,Domainome 1.0
Q99543_PF00249_451,0.17433061857350696,Domainome 1.0
Q99615_PF00226_382,0.05761947414818902,Domainome 1.0
Q99684_PF00096_256,0.15629625116650725,Domainome 1.0
Q99684_PF00096_313,0.18605435579253415,Domainome 1.0
Q9BRP0_PF00096_215,0.29585911097200923,Domainome 1.0
Q9BTC0_PF00628_263,0.14116240927134294,Domainome 1.0
Q9BTC8_PF00249_265,0.013370619463184519,Domainome 1.0
Q9BUJ2_PF02037_1,0.17817498069588256,Domainome 1.0
Q9BV68_PF14369_11,0.19418031042646722,Domainome 1.0
Q9BY11_PF14604_387,0.1678329344894024,Domainome 1.0
Q9BYM8_PF01485_369,0.3048535467397864,Domainome 1.0
Q9BYW2_PF00397_2382,0.13491392883748088,Domainome 1.0
Q9BZM3_PF00046_204,0.07234457210469092,Domainome 1.0
Q9C030_PF00643_93,0.27285825474542436,Domainome 1.0
Q9C0A1_PF00046_1859,0.11948016720535426,Domainome 1.0
Q9GZV5_PF00397_116,0.37314802987148876,Domainome 1.0
Q9H000_PF00642_37,0.14319102015297902,Domainome 1.0
Q9H0A6_PF00612_189,0.1686370328700777,Domainome 1.0
Q9H0M0_PF00397_343,0.08135957143325045,Domainome 1.0
Q9H161_PF00046_216,0.11378374845275407,Domainome 1.0
Q9H2P0_PF00046_770,3.330037914445194e-4,Domainome 1.0
Q9H347_PF00627_613,0.37391732441267655,Domainome 1.0
Q9H3D4_PF07647_545,0.5748537030304982,Domainome 1.0
Q9H3Z4_PF00226_16,0.003959482472661646,Domainome 1.0
Q9H4A3_PF12202_481,0.13416551205314164,Domainome 1.0
Q9H6I2_PF00505_69,0.024016813029708595,Domainome 1.0
Q9H7E2_PF00567_554,0.17814248666411658,Domainome 1.0
Q9H9D4_PF00096_383,0.09074790165275559,Domainome 1.0
Q9H9L4_PF13891_28,0.24968367766556765,Domainome 1.0
Q9HA38_PF12171_246,0.13899890071967524,Domainome 1.0
Q9HAU4_PF00397_150,0.2151690464056243,Domainome 1.0
Q9HAZ2_PF00096_282,0.18065719589389584,Domainome 1.0
Q9HC78_PF00096_635,0.17066244932429642,Domainome 1.0
Q9HC78_PF00096_663,0.1334073723463518,Domainome 1.0
Q9HC78_PF00096_716,0.37860700563143945,Domainome 1.0
Q9NP66_PF00505_104,0.03859651611913795,Domainome 1.0
Q9NPB3_PF13499_155,0.19348695596999477,Domainome 1.0
Q9NPC8_PF00046_131,0.08066544457368308,Domainome 1.0
Q9NQ86_PF00643_208,0.318389493005114,Domainome 1.0
Q9NQV8_PF00096_668,0.044799561667734356,Domainome 1.0
Q9NQX1_PF00096_433,0.17820808481008388,Domainome 1.0
Q9NSC2_PF00096_1030,0.1161363701266207,Domainome 1.0
Q9NU63_PF00096_176,0.1720191890994488,Domainome 1.0
Q9NUP7_PF11722_18,0.05895621141664287,Domainome 1.0
Q9NW38_PF11793_305,0.2912894589289464,Domainome 1.0
Q9NWH9_PF02037_19,0.25015624294960126,Domainome 1.0
Q9NYL2_PF00536_330,0.24752699076034324,Domainome 1.0
Q9NYS7_PF07525_369,0.01482050676229818,Domainome 1.0
Q9NZM3_PF14604_1129,0.4038115262703529,Domainome 1.0
Q9P0J7_PF05605_76,0.1808216906231077,Domainome 1.0
Q9P2D1_PF07533_2564,0.1885378355825974,Domainome 1.0
Q9P2F5_PF10264_64,0.18313903920273222,Domainome 1.0
Q9P2K3_PF00249_87,0.028462339293304884,Domainome 1.0
Q9P2P5_PF00397_800,0.20535745879903367,Domainome 1.0
